no_of_student,day,item_1_name,item_1_cooked,item_1_left_over,item_2_name,item_2_cooked,item_2_left_over,item_3_name,item_3_cooked,item_3_left_over
477,Tuesday,upma,10.28,1.53,idli,19.24,4.08,chole,54.15,7.74
515,Thursday,paratha,10.93,0.67,upma,90.27,14.13,biryani,38.64,4.8
101,Saturday,poori,51.32,10.78,sambar,74.0,8.11,rajma,94.25,6.47
987,Sunday,poori,59.61,8.77,upma,37.15,5.63,idli,43.34,4.61
347,Friday,rajma,91.15,4.57,idli,90.76,21.05,sambar,78.03,7.52
853,Saturday,poori,97.09,18.5,sambar,64.41,6.57,pulao,79.59,8.19
611,Thursday,poori,39.31,3.64,dal,78.37,8.09,chole,39.59,2.61
679,Saturday,paratha,88.48,6.41,biryani,85.84,21.2,roti,97.47,10.99
246,Friday,biryani,4.66,0.79,chole,1.9,0.2,dal,67.81,15.22
168,Thursday,biryani,19.2,2.8,sambar,96.48,19.6,rajma,9.58,1.82
119,Tuesday,upma,90.23,5.99,biryani,63.23,9.45,idli,87.78,15.85
365,Sunday,vada,39.29,3.86,pulao,63.33,10.26,poori,83.46,13.3
957,Saturday,roti,68.26,13.05,upma,15.18,2.37,rajma,87.49,12.9
721,Sunday,dosa,50.76,10.85,khichdi,10.91,1.12,sambar,83.64,19.07
702,Sunday,biryani,92.56,21.44,paneer,37.9,5.81,rajma,85.51,18.03
155,Wednesday,dal,78.73,8.11,sambar,38.92,6.96,khichdi,97.24,17.56
202,Saturday,paratha,84.66,14.99,paneer,52.5,13.01,dal,38.39,6.61
783,Sunday,vada,71.76,8.01,paneer,48.81,9.86,biryani,86.16,10.69
327,Tuesday,dosa,26.91,2.23,chole,5.38,0.32,idli,13.79,0.93
930,Wednesday,rajma,97.18,13.64,dal,76.75,5.87,poori,44.8,6.99
910,Tuesday,sambar,5.68,1.08,pulao,78.68,12.74,poori,11.76,1.18
869,Thursday,idli,68.17,6.41,roti,30.82,4.12,biryani,33.96,3.38
263,Saturday,paneer,87.45,19.94,pulao,51.18,2.79,vada,79.85,16.08
552,Monday,poori,77.82,8.81,upma,60.68,9.88,dal,46.36,5.39
358,Friday,idli,13.17,0.99,biryani,62.85,4.11,dal,18.45,3.0
410,Sunday,vada,91.85,14.72,dal,61.32,4.48,pulao,60.31,11.01
530,Tuesday,chole,35.33,6.5,khichdi,24.51,5.57,poori,73.56,10.59
548,Thursday,dosa,77.7,12.33,poori,18.13,3.91,idli,22.34,4.75
581,Friday,sambar,56.84,11.44,idli,61.16,5.03,roti,84.31,18.78
785,Friday,rajma,76.89,11.24,dosa,24.75,5.28,idli,9.61,2.05
881,Thursday,khichdi,37.72,4.09,paratha,29.47,2.25,biryani,73.78,15.19
344,Sunday,poori,3.84,0.71,dal,70.16,14.85,dosa,69.54,17.35
974,Thursday,roti,27.97,6.76,khichdi,8.29,1.83,sambar,65.47,15.26
659,Friday,khichdi,39.06,8.51,vada,67.14,9.11,biryani,5.33,1.19
375,Thursday,chole,53.58,8.1,idli,36.16,4.08,upma,86.79,8.75
693,Wednesday,rajma,1.91,0.24,dal,21.06,3.67,biryani,69.48,15.36
593,Sunday,dosa,5.82,1.2,idli,67.77,4.41,roti,22.58,2.3
907,Wednesday,roti,10.06,0.61,upma,77.35,6.53,sambar,90.95,5.19
299,Sunday,vada,87.44,7.12,dosa,40.4,8.78,idli,38.1,3.68
388,Sunday,paneer,68.88,14.18,roti,3.12,0.49,vada,22.72,4.03
869,Sunday,khichdi,81.05,19.49,upma,86.71,11.22,vada,16.19,1.22
155,Friday,idli,48.08,5.28,khichdi,63.89,3.82,vada,26.29,1.87
132,Monday,chole,66.08,12.57,biryani,46.43,3.23,paneer,86.3,6.22
194,Tuesday,pulao,19.52,1.1,dosa,34.52,5.95,rajma,65.91,7.17
328,Wednesday,paratha,9.11,2.17,poori,88.95,11.74,chole,71.66,6.66
684,Tuesday,dal,67.14,11.67,biryani,31.91,5.28,paratha,91.99,10.49
443,Monday,khichdi,67.0,7.59,biryani,1.77,0.2,paneer,55.57,11.29
559,Wednesday,khichdi,62.1,11.04,dosa,18.05,1.56,biryani,47.06,2.83
631,Monday,biryani,56.17,6.85,rajma,54.77,7.66,pulao,57.06,7.92
559,Friday,chole,90.54,15.4,khichdi,26.08,2.3,idli,10.97,1.28
431,Friday,dal,8.57,1.74,idli,56.06,6.14,poori,12.87,2.61
929,Tuesday,pulao,86.44,15.22,sambar,31.0,1.72,vada,65.5,5.11
420,Friday,paneer,94.58,9.75,idli,75.0,12.07,upma,63.47,14.43
529,Saturday,pulao,1.41,0.15,khichdi,59.67,14.82,rajma,31.35,5.15
886,Friday,khichdi,6.69,0.36,paneer,13.09,3.1,biryani,78.53,16.61
684,Friday,roti,4.28,0.55,paneer,16.33,1.7,dosa,31.4,2.49
518,Sunday,biryani,25.26,1.61,rajma,32.88,6.77,poori,20.54,3.78
402,Sunday,paneer,98.5,15.49,khichdi,87.65,21.53,sambar,60.0,11.3
971,Friday,paratha,75.22,18.06,poori,28.37,4.93,dal,65.38,5.15
230,Wednesday,biryani,24.71,2.03,poori,29.4,6.09,dosa,26.74,1.92
319,Friday,rajma,8.54,1.83,vada,69.0,16.4,paratha,16.95,2.5
665,Wednesday,poori,87.09,12.12,khichdi,42.6,3.81,dal,10.43,2.39
305,Saturday,poori,38.05,3.85,khichdi,53.53,11.82,rajma,26.69,4.49
972,Monday,rajma,29.24,2.58,khichdi,56.91,12.04,idli,32.23,5.52
185,Tuesday,poori,98.53,15.4,chole,40.35,9.98,upma,42.16,7.71
897,Monday,paneer,2.39,0.31,roti,21.36,2.27,upma,42.32,7.18
821,Wednesday,idli,17.21,1.8,rajma,21.0,4.07,dosa,53.96,12.21
899,Wednesday,pulao,27.53,3.21,rajma,51.3,11.22,poori,5.67,1.15
120,Thursday,sambar,27.38,4.73,poori,82.03,19.69,paratha,81.81,9.39
183,Tuesday,chole,60.46,10.43,sambar,42.1,4.16,paratha,1.52,0.37
485,Friday,paratha,38.11,6.94,dosa,7.72,1.58,rajma,77.44,12.09
643,Wednesday,poori,81.04,18.04,dosa,89.61,12.63,chole,11.69,1.06
985,Friday,paratha,69.5,9.71,idli,52.87,4.87,biryani,41.54,5.58
126,Monday,paneer,63.04,8.65,biryani,81.73,4.5,dal,74.5,11.74
601,Tuesday,paratha,27.84,3.11,paneer,80.32,7.11,upma,64.25,13.23
354,Wednesday,paneer,26.9,2.83,idli,14.74,1.63,upma,64.76,15.87
923,Thursday,poori,7.12,1.57,khichdi,37.39,4.19,dosa,93.15,15.4
438,Saturday,dosa,82.89,10.82,vada,93.68,9.53,upma,50.49,7.91
788,Thursday,rajma,79.65,12.17,poori,68.84,4.19,chole,58.65,9.46
933,Friday,roti,5.71,1.41,pulao,86.75,4.88,chole,65.76,9.12
105,Thursday,vada,77.22,7.24,paneer,61.58,10.59,pulao,68.97,11.49
714,Wednesday,vada,32.29,2.66,rajma,79.76,15.69,khichdi,30.29,4.9
473,Friday,poori,43.09,9.46,khichdi,82.99,16.59,paratha,86.34,12.64
571,Wednesday,sambar,63.36,14.16,roti,55.34,4.86,dosa,70.87,8.51
129,Saturday,sambar,22.57,2.88,khichdi,87.95,7.47,poori,26.5,2.32
430,Saturday,pulao,52.36,4.56,khichdi,52.11,7.96,sambar,11.41,1.97
452,Tuesday,upma,49.95,5.93,dal,18.82,2.73,rajma,89.19,10.66
135,Friday,idli,15.81,3.46,upma,43.12,3.36,paratha,40.72,2.55
890,Sunday,idli,31.21,2.59,paratha,73.8,9.7,dal,47.46,8.45
394,Wednesday,dosa,48.8,7.82,chole,28.64,2.9,khichdi,11.95,1.06
159,Wednesday,khichdi,11.1,2.75,dal,99.1,22.18,dosa,99.61,19.68
787,Thursday,paratha,79.43,14.77,rajma,95.07,6.88,pulao,74.76,7.67
489,Saturday,rajma,97.58,21.43,khichdi,74.82,14.61,chole,43.69,5.82
846,Thursday,chole,17.54,3.31,rajma,39.54,3.51,paratha,16.38,1.89
569,Saturday,khichdi,10.52,1.59,rajma,54.03,13.24,paneer,88.64,7.56
568,Sunday,vada,24.02,5.1,idli,65.21,5.74,biryani,13.77,1.58
868,Thursday,chole,96.43,7.42,idli,78.18,4.55,dal,51.02,6.46
486,Monday,khichdi,61.25,14.85,poori,35.09,7.78,sambar,98.2,10.15
645,Wednesday,poori,68.5,4.37,rajma,45.37,5.28,sambar,61.98,13.57
743,Sunday,vada,32.45,7.5,pulao,2.43,0.5,poori,73.45,8.99
442,Friday,biryani,60.5,3.83,dal,95.36,23.3,vada,20.97,1.27
288,Monday,idli,6.27,0.85,biryani,28.38,4.43,chole,66.51,3.6
899,Friday,idli,13.81,2.58,rajma,33.58,4.58,sambar,52.18,5.83
620,Monday,dal,78.64,18.53,khichdi,58.49,3.81,poori,71.42,16.35
164,Thursday,poori,93.69,17.0,chole,60.2,4.25,upma,82.76,4.27
488,Saturday,idli,63.95,11.96,dal,66.45,11.27,dosa,28.57,2.25
322,Wednesday,sambar,37.55,5.97,biryani,39.57,2.01,pulao,97.69,10.6
772,Thursday,paratha,86.26,15.14,dosa,60.07,6.44,roti,77.04,18.77
875,Saturday,paneer,34.1,7.48,pulao,38.01,5.96,idli,40.78,9.64
322,Saturday,dosa,89.88,18.09,khichdi,35.03,2.38,pulao,75.12,13.24
548,Sunday,paratha,8.47,0.82,biryani,29.4,6.1,vada,52.51,8.43
968,Saturday,poori,97.67,22.58,khichdi,76.5,9.65,roti,79.25,17.59
333,Monday,dosa,53.25,6.24,dal,54.69,7.77,paratha,60.71,10.69
481,Wednesday,upma,32.6,1.87,biryani,96.25,14.63,khichdi,56.66,11.54
788,Friday,chole,6.47,1.51,idli,21.25,4.97,khichdi,29.64,1.8
437,Wednesday,roti,68.45,16.28,dosa,28.79,3.2,paratha,44.97,10.44
481,Friday,upma,29.82,6.33,vada,27.13,3.66,roti,39.72,8.71
204,Friday,upma,19.49,1.04,khichdi,42.33,6.21,vada,68.32,3.99
814,Sunday,pulao,18.65,3.04,sambar,33.73,4.35,dal,73.9,7.15
116,Monday,pulao,98.19,11.65,rajma,66.62,9.48,khichdi,94.01,20.11
704,Monday,rajma,87.74,12.56,dosa,10.15,1.17,poori,61.08,4.41
841,Thursday,paratha,59.52,10.78,roti,34.6,6.28,dosa,76.87,15.36
533,Tuesday,idli,28.11,4.07,upma,3.62,0.41,rajma,13.74,1.67
947,Wednesday,paneer,1.82,0.28,idli,78.53,7.17,rajma,47.6,6.69
358,Wednesday,biryani,58.19,4.82,paratha,61.16,14.59,chole,44.35,3.55
236,Thursday,rajma,34.74,5.01,upma,64.11,9.7,dal,5.6,0.37
778,Tuesday,paratha,95.48,10.57,upma,95.76,14.43,khichdi,50.1,3.54
704,Friday,roti,63.97,11.89,paneer,46.96,11.32,chole,50.94,10.26
580,Saturday,dal,43.15,2.32,roti,41.05,5.86,dosa,55.02,11.37
968,Monday,poori,7.06,0.64,idli,27.16,3.59,sambar,41.01,8.2
232,Wednesday,roti,42.52,8.0,upma,34.27,8.02,idli,37.55,5.79
807,Wednesday,dal,44.74,3.53,poori,39.78,6.02,upma,1.45,0.36
775,Sunday,pulao,73.47,12.04,upma,89.54,12.77,rajma,70.83,12.6
255,Thursday,idli,67.82,5.93,dal,93.13,7.1,chole,13.49,2.51
369,Saturday,poori,32.05,4.55,idli,55.11,7.96,vada,92.62,21.03
544,Monday,vada,56.55,11.09,paratha,56.04,9.45,chole,33.99,4.24
518,Monday,rajma,78.12,11.4,pulao,100.0,21.96,roti,59.83,4.48
509,Saturday,biryani,18.75,4.16,sambar,99.91,14.48,vada,29.38,5.56
534,Tuesday,roti,86.02,18.7,vada,51.03,5.9,pulao,76.86,9.31
258,Friday,rajma,47.51,5.27,khichdi,95.11,15.56,sambar,69.93,8.54
667,Monday,paratha,3.34,0.27,vada,95.46,21.81,poori,9.81,1.18
725,Tuesday,paratha,34.69,3.2,upma,17.04,2.14,vada,93.69,20.45
534,Thursday,biryani,73.58,9.15,paneer,40.75,8.44,sambar,51.85,10.71
100,Thursday,chole,16.19,1.93,pulao,3.29,0.49,idli,93.89,13.74
147,Monday,upma,12.45,2.38,chole,41.3,6.4,idli,47.8,6.96
452,Friday,paratha,34.7,3.58,poori,23.63,3.73,khichdi,11.36,1.63
457,Wednesday,roti,51.66,5.89,dosa,41.75,3.86,biryani,25.5,2.87
174,Saturday,khichdi,92.88,8.8,poori,70.94,12.08,roti,83.43,9.92
951,Monday,dal,97.28,12.72,roti,24.8,2.11,vada,31.89,7.05
669,Friday,dal,10.36,1.34,paratha,12.43,2.3,chole,90.58,6.7
382,Thursday,vada,90.24,9.84,paneer,93.23,10.42,upma,47.34,9.87
522,Saturday,dosa,40.41,9.61,vada,29.8,7.16,poori,83.86,12.91
417,Thursday,chole,93.04,8.82,vada,46.98,9.39,paratha,94.1,11.42
783,Thursday,pulao,88.77,7.67,chole,22.32,1.62,upma,19.19,4.16
505,Thursday,roti,27.04,3.59,sambar,73.32,10.74,vada,75.11,10.01
248,Thursday,paratha,73.64,10.01,poori,74.84,3.98,rajma,54.97,3.04
831,Sunday,paratha,39.6,2.75,poori,76.86,8.93,rajma,3.04,0.27
224,Monday,poori,8.89,1.14,dosa,31.39,6.16,idli,41.61,9.68
688,Wednesday,biryani,6.5,0.65,dosa,22.02,1.92,poori,43.77,4.56
988,Tuesday,chole,68.66,9.75,dal,2.84,0.18,roti,72.74,16.82
270,Wednesday,paneer,32.47,5.85,khichdi,60.16,14.42,vada,96.39,20.43
339,Thursday,paneer,9.74,1.44,sambar,87.41,15.2,biryani,76.64,6.01
908,Saturday,dosa,58.83,8.02,paratha,9.66,1.14,chole,70.16,11.74
190,Tuesday,idli,16.46,3.14,chole,23.13,2.64,vada,46.84,2.4
105,Sunday,chole,96.36,11.09,pulao,58.24,9.4,paneer,60.88,7.26
785,Wednesday,roti,3.15,0.73,dosa,48.61,11.16,upma,81.57,4.46
557,Saturday,vada,70.94,6.52,rajma,78.24,8.3,paneer,81.66,16.72
967,Tuesday,rajma,81.34,17.35,pulao,27.07,1.64,biryani,23.12,4.12
822,Tuesday,poori,80.47,13.15,khichdi,59.81,8.81,rajma,20.26,4.85
366,Monday,biryani,68.49,10.62,paneer,27.28,1.48,rajma,8.89,1.68
712,Sunday,poori,57.71,10.64,sambar,36.01,8.5,dal,94.22,13.65
673,Wednesday,pulao,61.56,5.03,vada,12.98,1.05,poori,40.94,8.44
153,Wednesday,vada,69.3,4.31,chole,23.76,2.83,biryani,20.88,4.4
440,Monday,paneer,76.94,14.1,pulao,40.08,2.3,khichdi,5.75,0.82
136,Friday,poori,62.79,7.42,idli,7.16,1.45,chole,2.9,0.39
318,Monday,vada,68.69,13.27,pulao,91.41,20.63,paratha,72.64,15.25
104,Friday,idli,40.63,7.05,pulao,70.41,6.82,paneer,85.53,12.42
709,Saturday,upma,54.76,3.19,pulao,12.11,2.91,chole,85.72,9.45
982,Wednesday,paneer,33.58,2.98,pulao,34.78,4.06,dal,73.82,7.39
628,Tuesday,idli,20.2,4.31,paneer,79.44,12.6,rajma,89.87,21.44
505,Wednesday,biryani,47.92,3.73,idli,35.89,6.1,rajma,62.35,6.09
969,Tuesday,khichdi,32.31,5.13,sambar,74.68,8.43,paratha,44.15,8.39
628,Monday,upma,68.51,15.83,idli,56.7,3.63,vada,45.53,6.32
605,Sunday,vada,83.05,5.74,idli,12.23,1.87,roti,62.77,3.74
764,Thursday,biryani,64.54,15.67,chole,39.97,5.5,khichdi,44.96,6.14
446,Friday,paneer,91.0,16.15,vada,58.74,13.26,dosa,9.38,1.58
567,Friday,idli,9.99,1.88,rajma,56.25,12.49,biryani,3.65,0.35
708,Monday,khichdi,77.31,4.61,vada,20.95,1.21,roti,69.11,5.46
591,Friday,biryani,59.01,5.99,paratha,22.02,2.79,vada,37.7,6.97
973,Thursday,roti,68.21,15.89,rajma,13.04,0.97,chole,15.15,1.73
602,Tuesday,paneer,24.8,5.59,vada,82.91,17.57,poori,79.41,4.21
129,Friday,biryani,42.87,10.07,dal,68.57,7.46,paratha,65.75,4.24
930,Saturday,poori,92.44,22.25,paneer,75.06,16.52,chole,50.58,3.68
687,Friday,dal,45.44,4.27,dosa,79.06,14.55,khichdi,91.77,18.83
792,Monday,poori,38.21,7.57,biryani,77.16,17.43,roti,31.26,6.44
675,Monday,sambar,26.75,5.05,roti,18.27,4.16,poori,1.66,0.28
723,Wednesday,sambar,4.19,0.66,pulao,25.57,6.0,poori,85.15,13.98
869,Wednesday,roti,84.58,14.79,khichdi,48.19,11.27,biryani,83.5,20.47
522,Thursday,chole,37.65,5.51,paratha,75.57,14.64,rajma,65.67,15.86
438,Sunday,khichdi,31.37,6.13,sambar,44.51,7.05,paneer,89.7,10.01
779,Sunday,pulao,60.94,11.69,paratha,27.88,6.96,rajma,66.44,11.91
255,Saturday,rajma,82.14,19.61,idli,63.25,9.31,roti,37.26,5.84
294,Wednesday,biryani,53.42,13.35,rajma,27.95,2.09,chole,51.16,9.29
472,Wednesday,pulao,3.62,0.88,sambar,84.09,8.8,biryani,61.72,4.88
541,Friday,upma,57.27,12.7,paratha,96.96,18.45,vada,62.52,4.11
253,Sunday,chole,93.66,6.77,pulao,8.19,0.5,biryani,71.42,6.54
959,Thursday,upma,52.37,3.53,paneer,57.13,12.2,biryani,44.04,8.48
888,Thursday,dosa,25.72,1.68,paneer,27.0,1.71,roti,56.17,4.2
283,Wednesday,dosa,71.15,9.62,paneer,72.77,12.07,paratha,9.34,1.12
308,Monday,roti,46.8,4.09,dal,3.05,0.59,paratha,85.02,6.96
459,Friday,poori,86.94,6.16,chole,56.54,3.14,paneer,50.27,7.53
906,Sunday,vada,49.91,4.43,biryani,42.25,4.35,khichdi,10.88,1.59
173,Saturday,poori,81.86,18.49,paneer,46.35,4.97,rajma,81.21,4.66
871,Monday,dal,12.81,0.81,vada,68.68,4.94,poori,11.14,0.65
868,Tuesday,biryani,56.67,10.93,poori,14.39,1.63,rajma,17.77,4.12
976,Monday,poori,82.32,9.17,pulao,49.94,9.69,roti,6.87,1.24
391,Sunday,khichdi,60.69,11.33,sambar,58.03,6.53,dal,33.4,8.16
720,Wednesday,upma,60.44,4.39,paneer,56.9,7.94,rajma,15.28,1.98
523,Sunday,paneer,91.34,17.43,dal,81.28,12.18,vada,2.36,0.55
990,Sunday,khichdi,28.03,2.49,dosa,51.35,10.55,rajma,43.21,5.14
832,Friday,chole,59.54,7.7,poori,31.67,7.25,roti,34.42,8.46
448,Saturday,paratha,41.68,8.68,biryani,41.55,6.42,rajma,43.79,10.16
843,Tuesday,paneer,65.05,13.32,biryani,43.09,5.84,khichdi,2.73,0.57
790,Tuesday,upma,65.49,10.12,poori,40.91,7.3,dosa,97.88,23.35
666,Wednesday,biryani,27.88,5.22,dal,11.99,1.81,upma,99.35,6.87
883,Thursday,dosa,30.88,4.0,biryani,54.66,6.52,roti,61.13,13.05
783,Friday,rajma,46.79,3.22,paneer,74.61,6.31,idli,59.88,13.28
463,Saturday,biryani,71.12,13.89,khichdi,55.23,7.96,idli,63.54,14.15
812,Saturday,rajma,4.41,0.44,upma,9.82,1.09,paratha,4.5,0.31
366,Thursday,dal,48.81,10.38,sambar,26.28,3.61,biryani,15.22,2.58
415,Sunday,idli,8.3,0.85,roti,13.76,2.65,vada,95.13,12.09
702,Monday,upma,40.65,4.87,poori,21.92,1.24,dosa,21.36,3.63
769,Tuesday,rajma,99.94,5.12,chole,33.66,6.46,roti,89.52,13.18
522,Tuesday,upma,79.51,10.13,biryani,65.36,14.39,chole,96.22,12.03
794,Saturday,rajma,55.87,13.91,dal,57.27,4.74,pulao,85.35,20.05
443,Wednesday,upma,11.57,1.8,paratha,73.1,7.23,chole,42.69,4.48
367,Sunday,poori,97.33,14.02,idli,3.81,0.81,chole,49.86,9.62
824,Monday,sambar,91.68,10.88,dal,59.11,4.96,idli,58.93,14.5
484,Sunday,dal,66.44,15.13,chole,80.64,8.11,pulao,80.13,17.06
713,Sunday,sambar,47.16,9.56,poori,39.6,2.01,idli,27.04,6.36
794,Wednesday,paneer,23.3,4.57,dal,38.66,4.69,roti,38.24,6.49
763,Tuesday,upma,46.48,6.94,pulao,4.57,0.7,paratha,93.41,16.62
420,Monday,idli,41.9,5.5,paneer,43.5,5.73,pulao,94.39,23.26
796,Wednesday,paneer,44.09,6.47,rajma,49.25,8.23,poori,41.01,2.32
776,Sunday,roti,95.28,12.1,sambar,73.36,10.15,idli,78.95,14.86
923,Thursday,paratha,72.06,11.39,dosa,83.18,11.05,chole,22.1,2.95
185,Saturday,paratha,58.57,3.0,pulao,64.11,8.48,chole,3.57,0.2
807,Monday,paneer,55.84,13.54,roti,8.2,1.28,chole,68.14,11.8
397,Monday,biryani,71.27,8.64,pulao,71.61,17.54,paratha,43.43,9.11
969,Saturday,chole,59.4,5.15,dal,37.97,6.71,pulao,62.92,11.89
524,Saturday,upma,66.44,6.43,khichdi,1.33,0.09,idli,18.23,4.35
715,Friday,paneer,91.95,10.94,dosa,12.59,1.48,chole,57.11,12.01
589,Thursday,paneer,62.42,8.68,poori,45.79,7.33,chole,91.42,13.19
122,Monday,dal,57.07,8.52,sambar,95.97,20.68,chole,10.4,0.88
402,Saturday,upma,53.17,4.0,khichdi,88.89,19.86,dosa,49.73,5.0
955,Wednesday,upma,20.19,2.15,vada,24.69,3.02,paneer,27.48,2.97
863,Wednesday,biryani,43.16,8.48,paneer,17.0,1.51,khichdi,71.55,9.54
175,Monday,poori,99.63,14.85,idli,95.09,13.04,dal,50.82,5.94
837,Wednesday,pulao,25.42,4.89,poori,4.0,0.24,khichdi,82.18,10.74
704,Thursday,sambar,14.32,2.65,biryani,33.04,3.11,dosa,97.8,17.17
748,Wednesday,upma,47.76,10.21,dosa,39.65,4.94,khichdi,61.6,14.78
392,Wednesday,paneer,41.44,8.51,dal,72.55,17.69,chole,77.39,10.08
690,Saturday,biryani,7.58,0.62,dosa,49.63,12.23,dal,14.12,2.97
396,Sunday,paneer,28.32,3.17,idli,36.22,5.95,sambar,83.83,8.19
209,Saturday,pulao,65.15,9.44,idli,31.42,1.76,vada,16.97,1.79
338,Sunday,rajma,66.16,12.33,pulao,58.2,6.94,biryani,23.93,3.08
905,Saturday,dosa,28.33,4.63,khichdi,11.68,1.39,rajma,38.32,6.06
708,Tuesday,biryani,64.06,3.41,paratha,65.47,4.31,dal,26.96,1.68
723,Tuesday,vada,34.25,8.04,idli,61.58,3.67,paratha,16.82,3.32
407,Tuesday,sambar,11.49,0.91,chole,32.23,6.76,paneer,12.96,1.26
468,Sunday,rajma,28.68,3.29,pulao,47.23,11.29,sambar,79.24,18.87
507,Tuesday,rajma,73.06,17.31,poori,77.7,15.69,sambar,48.27,11.18
823,Friday,biryani,12.16,1.06,vada,29.9,6.84,sambar,88.86,17.79
386,Tuesday,paneer,54.76,7.64,dosa,10.12,1.01,rajma,45.01,11.05
795,Thursday,rajma,49.39,6.05,roti,7.17,0.81,paneer,72.63,13.04
707,Sunday,khichdi,50.59,10.72,idli,15.3,2.03,biryani,78.25,17.65
100,Monday,chole,27.86,3.96,vada,24.29,5.89,upma,89.68,15.83
414,Saturday,sambar,5.35,1.22,dosa,94.75,8.59,roti,9.39,1.68
543,Sunday,paneer,49.51,3.04,poori,98.44,16.66,rajma,88.01,7.83
993,Sunday,vada,51.46,3.85,dal,84.78,18.9,biryani,45.07,2.75
914,Saturday,poori,67.75,13.33,sambar,34.61,8.14,dal,33.84,2.74
800,Wednesday,roti,30.43,4.37,vada,65.78,13.79,dal,82.79,8.39
191,Monday,upma,44.69,5.04,chole,72.16,11.69,paneer,5.39,1.23
110,Saturday,sambar,26.57,3.28,paneer,18.79,2.58,biryani,7.83,1.71
426,Friday,upma,98.2,9.18,biryani,59.48,7.38,vada,20.83,2.13
381,Wednesday,sambar,9.16,0.91,poori,9.6,2.34,biryani,70.06,13.43
548,Wednesday,dosa,52.4,6.86,poori,33.42,7.78,rajma,26.41,4.28
913,Sunday,biryani,21.61,4.52,dosa,53.03,6.6,chole,6.29,0.8
419,Thursday,dosa,69.49,9.36,upma,76.76,16.96,pulao,86.44,8.47
389,Sunday,dal,30.61,2.86,paratha,84.76,16.33,roti,79.31,12.32
871,Sunday,idli,94.54,12.32,chole,10.77,0.75,roti,21.71,5.37
783,Thursday,khichdi,82.27,12.73,dosa,35.15,6.06,paneer,75.86,8.68
373,Sunday,rajma,33.97,7.06,dosa,67.62,5.63,chole,4.37,0.58
365,Saturday,poori,73.13,5.92,sambar,69.36,8.57,paneer,65.92,4.33
148,Saturday,paratha,2.13,0.28,paneer,28.71,5.26,idli,6.83,0.9
373,Wednesday,poori,37.64,5.16,dosa,22.25,1.8,pulao,52.5,9.07
709,Thursday,biryani,27.61,6.24,upma,93.2,9.97,paratha,75.99,4.72
600,Monday,biryani,29.27,5.59,pulao,77.69,12.46,paratha,28.52,3.94
554,Friday,poori,35.21,6.33,dosa,64.72,7.4,paneer,47.06,5.89
860,Monday,upma,22.02,4.26,roti,56.52,4.12,dosa,40.98,5.95
529,Friday,rajma,61.4,8.26,roti,44.5,10.32,poori,7.95,0.56
271,Sunday,khichdi,30.17,6.29,biryani,99.86,22.23,dosa,94.79,18.21
553,Saturday,idli,56.07,6.9,vada,47.89,9.97,biryani,24.76,2.64
432,Monday,paneer,36.64,3.48,biryani,42.47,6.97,pulao,69.42,11.59
779,Thursday,rajma,60.59,14.16,paneer,71.77,9.32,upma,36.12,6.13
956,Wednesday,dosa,45.2,9.26,khichdi,38.03,1.99,rajma,6.81,1.04
168,Monday,pulao,38.25,2.44,khichdi,12.54,1.55,upma,58.98,8.41
548,Thursday,roti,27.23,6.31,poori,87.35,16.19,upma,20.35,4.63
681,Monday,chole,1.0,0.21,paneer,75.9,18.31,dal,81.22,9.11
352,Sunday,idli,65.54,7.58,vada,98.12,23.93,dal,90.15,9.12
992,Thursday,biryani,73.81,7.91,sambar,6.72,0.99,upma,1.38,0.11
245,Monday,sambar,77.11,15.99,dal,34.47,5.79,dosa,19.6,3.99
130,Sunday,paneer,5.28,1.17,upma,76.37,10.57,khichdi,2.59,0.41
282,Sunday,biryani,15.55,3.06,khichdi,71.77,8.79,dosa,64.3,7.44
165,Sunday,biryani,33.2,7.75,poori,79.47,12.65,paratha,10.31,2.42
911,Sunday,dal,90.24,19.57,paratha,73.94,16.19,chole,95.43,22.47
193,Thursday,poori,76.37,16.66,idli,14.91,1.98,dosa,47.46,7.69
428,Wednesday,poori,71.0,13.54,vada,58.95,4.47,upma,32.01,5.24
655,Monday,chole,64.68,5.59,sambar,18.69,3.38,khichdi,66.17,5.09
580,Sunday,idli,31.63,3.54,poori,48.5,9.49,paneer,71.43,8.68
872,Thursday,khichdi,96.44,21.3,idli,52.1,5.45,chole,13.57,1.12
842,Saturday,vada,81.48,12.2,biryani,26.52,3.99,chole,41.15,3.83
482,Wednesday,vada,94.35,14.88,sambar,70.15,9.0,dal,44.19,8.01
527,Friday,poori,54.04,12.15,vada,85.26,12.46,pulao,74.59,12.73
575,Saturday,paneer,67.73,7.06,chole,38.17,9.04,pulao,37.83,6.48
492,Sunday,dal,95.76,16.07,idli,85.63,19.95,vada,58.62,13.95
140,Wednesday,idli,54.49,4.62,sambar,25.84,6.05,paratha,91.84,5.99
704,Saturday,rajma,89.83,14.8,biryani,25.18,5.28,roti,47.1,5.26
366,Friday,chole,37.65,6.81,vada,41.03,10.16,dosa,47.9,3.95
841,Monday,dosa,84.89,18.96,paratha,56.24,13.17,poori,47.05,10.36
537,Monday,chole,31.1,6.03,poori,61.34,9.48,upma,95.76,12.72
622,Friday,paratha,22.9,1.73,roti,69.19,15.66,poori,5.62,0.58
454,Tuesday,poori,1.53,0.27,biryani,83.15,7.52,dal,96.28,14.83
